ID,Index,Region,SalesRep,Month,CustomerRating,CustomerSegment,SalesTargetAchieved,Product,Sales,Profit,Discount%
386,97,South,Bob,Feb,1,Residential,Yes,AirConditioner,23,9.2,4
387,97,South,Bob,Feb,1,Residential,Yes,Fridge,64,32,16
388,97,South,Bob,Feb,1,Residential,Yes,Television,81,20.25,10
389,98,West,Charlie,Mar,4,Residential,Yes,Computer,105,31.5,5
390,98,West,Charlie,Mar,4,Residential,Yes,AirConditioner,140,56,18
391,98,West,Charlie,Mar,4,Residential,Yes,Fridge,92,46,11
392,98,West,Charlie,Mar,4,Residential,Yes,Television,107,26.75,8
393,99,South,Bob,Mar,4,Residential,Yes,Computer,21,6.3,22
394,99,South,Bob,Mar,4,Residential,Yes,AirConditioner,7,2.8,9
395,99,South,Bob,Mar,4,Residential,Yes,Fridge,82,41,6
396,99,South,Bob,Mar,4,Residential,Yes,Television,72,18,14
397,100,North,Charlie,Mar,1,Corporate,Yes,Computer,81,24.3,12
398,100,North,Charlie,Mar,1,Corporate,Yes,AirConditioner,90,36,17
399,100,North,Charlie,Mar,1,Corporate,Yes,Fridge,74,37,18
400,100,North,Charlie,Mar,1,Corporate,Yes,Television,65,16.25,9
401,101,East,Alice,Feb,2,Corporate,No,Computer,142,42.6,8
402,101,East,Alice,Feb,2,Corporate,No,AirConditioner,149,59.6,14
403,101,East,Alice,Feb,2,Corporate,No,Fridge,90,45,2
404,101,East,Alice,Feb,2,Corporate,No,Television,109,27.25,13
405,102,South,Charlie,Feb,1,Residential,Yes,Computer,115,34.5,20
406,102,South,Charlie,Feb,1,Residential,Yes,AirConditioner,146,58.4,24
407,102,South,Charlie,Feb,1,Residential,Yes,Fridge,79,39.5,17
408,102,South,Charlie,Feb,1,Residential,Yes,Television,53,13.25,8
409,103,South,Charlie,Feb,2,Residential,Yes,Computer,126,37.8,8
410,103,South,Charlie,Feb,2,Residential,Yes,AirConditioner,13,5.2,0
411,103,South,Charlie,Feb,2,Residential,Yes,Fridge,31,15.5,3
412,103,South,Charlie,Feb,2,Residential,Yes,Television,100,25,6
413,104,West,Diana,Mar,4,Commercial,No,Computer,186,55.8,7
414,104,West,Diana,Mar,4,Commercial,No,AirConditioner,98,39.2,4
415,104,West,Diana,Mar,4,Commercial,No,Fridge,34,17,2
416,104,West,Diana,Mar,4,Commercial,No,Television,7,1.75,7
417,105,South,Charlie,Feb,1,Residential,Yes,Computer,35,10.5,16
418,105,South,Charlie,Feb,1,Residential,Yes,AirConditioner,143,57.2,4
419,105,South,Charlie,Feb,1,Residential,Yes,Fridge,90,45,11
420,105,South,Charlie,Feb,1,Residential,Yes,Television,110,27.5,0
421,106,South,Charlie,Jan,1,Residential,Yes,Computer,142,42.6,15
422,106,South,Charlie,Jan,1,Residential,Yes,AirConditioner,24,9.6,7
423,106,South,Charlie,Jan,1,Residential,Yes,Fridge,82,41,11
424,106,South,Charlie,Jan,1,Residential,Yes,Television,5,1.25,3
425,107,South,Alice,Jan,2,Residential,Yes,Computer,31,9.3,15
426,107,South,Alice,Jan,2,Residential,Yes,AirConditioner,39,15.6,21
427,107,South,Alice,Jan,2,Residential,Yes,Fridge,13,6.5,16
428,107,South,Alice,Jan,2,Residential,Yes,Television,24,6,9
429,108,West,Diana,Feb,4,Residential,Yes,Computer,22,6.6,26
430,108,West,Diana,Feb,4,Residential,Yes,AirConditioner,57,22.8,21
431,108,West,Diana,Feb,4,Residential,Yes,Fridge,98,49,5
432,108,West,Diana,Feb,4,Residential,Yes,Television,28,7,9
433,109,South,Eve,Jan,3,Commercial,Yes,Computer,165,49.5,27
434,109,South,Eve,Jan,3,Commercial,Yes,AirConditioner,114,45.6,21
435,109,South,Eve,Jan,3,Commercial,Yes,Fridge,8,4,14
436,109,South,Eve,Jan,3,Commercial,Yes,Television,62,15.5,14
437,110,East,Alice,Jan,4,Corporate,Yes,Computer,170,51,18
438,110,East,Alice,Jan,4,Corporate,Yes,AirConditioner,140,56,19
439,110,East,Alice,Jan,4,Corporate,Yes,Fridge,37,18.5,1
440,110,East,Alice,Jan,4,Corporate,Yes,Television,107,26.75,3
441,111,West,Alice,Mar,3,Residential,Yes,Computer,116,34.8,23
442,111,West,Alice,Mar,3,Residential,Yes,AirConditioner,8,3.2,14
443,111,West,Alice,Mar,3,Residential,Yes,Fridge,35,17.5,7
444,111,West,Alice,Mar,3,Residential,Yes,Television,17,4.25,11
445,112,East,Eve,Feb,1,Residential,Yes,Computer,32,9.6,15
446,112,East,Eve,Feb,1,Residential,Yes,AirConditioner,106,42.4,16
447,112,East,Eve,Feb,1,Residential,Yes,Fridge,20,10,13
448,112,East,Eve,Feb,1,Residential,Yes,Television,101,25.25,8
449,113,West,Charlie,Feb,2,Residential,Yes,Computer,106,31.8,24
450,113,West,Charlie,Feb,2,Residential,Yes,AirConditioner,51,20.4,18
451,113,West,Charlie,Feb,2,Residential,Yes,Fridge,39,19.5,4
452,113,West,Charlie,Feb,2,Residential,Yes,Television,20,5,2
453,114,South,Bob,Mar,1,Residential,No,Computer,27,8.1,13
454,114,South,Bob,Mar,1,Residential,No,AirConditioner,98,39.2,12
455,114,South,Bob,Mar,1,Residential,No,Fridge,15,7.5,2
456,114,South,Bob,Mar,1,Residential,No,Television,3,0.75,14
457,115,East,Diana,Jan,2,Corporate,Yes,Computer,126,37.8,19
458,115,East,Diana,Jan,2,Corporate,Yes,AirConditioner,52,20.8,21
459,115,East,Diana,Jan,2,Corporate,Yes,Fridge,76,38,9
460,115,East,Diana,Jan,2,Corporate,Yes,Television,37,9.25,11
461,116,West,Bob,Jan,3,Commercial,No,Computer,39,11.7,13
462,116,West,Bob,Jan,3,Commercial,No,AirConditioner,95,38,20
463,116,West,Bob,Jan,3,Commercial,No,Fridge,92,46,6
464,116,West,Bob,Jan,3,Commercial,No,Television,90,22.5,9
465,117,North,Eve,Feb,2,Commercial,Yes,Computer,35,10.5,13
466,117,North,Eve,Feb,2,Commercial,Yes,AirConditioner,88,35.2,9
467,117,North,Eve,Feb,2,Commercial,Yes,Fridge,83,41.5,10
468,117,North,Eve,Feb,2,Commercial,Yes,Television,15,3.75,14
469,118,South,Alice,Jan,1,Commercial,Yes,Computer,153,45.9,13
470,118,South,Alice,Jan,1,Commercial,Yes,AirConditioner,72,28.8,16
471,118,South,Alice,Jan,1,Commercial,Yes,Fridge,66,33,14
472,118,South,Alice,Jan,1,Commercial,Yes,Television,51,12.75,9
473,119,West,Alice,Mar,3,Corporate,No,Computer,48,14.4,11
474,119,West,Alice,Mar,3,Corporate,No,AirConditioner,143,57.2,4
475,119,West,Alice,Mar,3,Corporate,No,Fridge,3,1.5,1
476,119,West,Alice,Mar,3,Corporate,No,Television,48,12,0
477,120,North,Diana,Mar,1,Corporate,Yes,Computer,170,51,5
478,120,North,Diana,Mar,1,Corporate,Yes,AirConditioner,129,51.6,17
479,120,North,Diana,Mar,1,Corporate,Yes,Fridge,65,32.5,4
480,120,North,Diana,Mar,1,Corporate,Yes,Television,8,2,14
481,121,West,Alice,Feb,1,Residential,Yes,Computer,104.59,31.38,19
482,121,West,Alice,Feb,1,Residential,Yes,AirConditioner,76,30.4,16
483,121,West,Alice,Feb,1,Residential,Yes,Fridge,91,45.5,10
484,121,West,Alice,Feb,1,Residential,Yes,Television,13,3.25,10
485,122,North,Alice,Mar,4,Residential,No,Computer,185,55.5,12
486,122,North,Alice,Mar,4,Residential,No,AirConditioner,8,3.2,3
487,122,North,Alice,Mar,4,Residential,No,Fridge,36,18,7
488,122,North,Alice,Mar,4,Residential,No,Television,48,12,4
489,123,South,Diana,Mar,2,Commercial,Yes,Computer,175,52.5,15
490,123,South,Diana,Mar,2,Commercial,Yes,AirConditioner,80,32,21
491,123,South,Diana,Mar,2,Commercial,Yes,Fridge,12,6,12
492,123,South,Diana,Mar,2,Commercial,Yes,Television,3,0.75,6
493,124,East,Diana,Feb,3,Residential,No,Computer,139,41.7,8
494,124,East,Diana,Feb,3,Residential,No,AirConditioner,77,30.8,6
495,124,East,Diana,Feb,3,Residential,No,Fridge,86,43,10
496,124,East,Diana,Feb,3,Residential,No,Television,65,16.25,11
497,125,North,Eve,Mar,1,Corporate,No,Computer,122,36.6,1
498,125,North,Eve,Mar,1,Corporate,No,AirConditioner,81,32.4,24
499,125,North,Eve,Mar,1,Corporate,No,Fridge,9,4.5,16
500,125,North,Eve,Mar,1,Corporate,No,Television,73,18.25,3
501,126,West,Alice,Mar,2,Commercial,Yes,Computer,143,42.9,21
502,126,West,Alice,Mar,2,Commercial,Yes,AirConditioner,52,20.8,4
503,126,West,Alice,Mar,2,Commercial,Yes,Fridge,58,29,14
504,126,West,Alice,Mar,2,Commercial,Yes,Television,31,7.75,8
505,127,South,Alice,Mar,4,Corporate,Yes,Computer,55,16.5,26
506,127,South,Alice,Mar,4,Corporate,Yes,AirConditioner,106,42.4,7
507,127,South,Alice,Mar,4,Corporate,Yes,Fridge,82,41,0
508,127,South,Alice,Mar,4,Corporate,Yes,Television,105,26.25,5
509,128,North,Eve,Jan,3,Residential,Yes,Computer,59,17.7,28
510,128,North,Eve,Jan,3,Residential,Yes,AirConditioner,110,44,7
511,128,North,Eve,Jan,3,Residential,Yes,Fridge,39,19.5,18
512,128,North,Eve,Jan,3,Residential,Yes,Television,118,29.5,5
513,129,West,Charlie,Feb,4,Corporate,No,Computer,175,52.5,2
514,129,West,Charlie,Feb,4,Corporate,No,AirConditioner,81,32.4,10
515,129,West,Charlie,Feb,4,Corporate,No,Fridge,31,15.5,15
516,129,West,Charlie,Feb,4,Corporate,No,Television,26,6.5,2
517,130,West,Charlie,Feb,4,Residential,No,Computer,115,34.5,9
518,130,West,Charlie,Feb,4,Residential,No,AirConditioner,43,17.2,8
519,130,West,Charlie,Feb,4,Residential,No,Fridge,14,7,18
520,130,West,Charlie,Feb,4,Residential,No,Television,81,20.25,9
521,131,West,Charlie,Feb,5,Corporate,No,Computer,155,46.5,19
522,131,West,Charlie,Feb,5,Corporate,No,AirConditioner,62,24.8,18
523,131,West,Charlie,Feb,5,Corporate,No,Fridge,19,9.5,12
524,131,West,Charlie,Feb,5,Corporate,No,Television,56,14,9
525,132,North,Eve,Jan,2,Residential,Yes,Computer,164,49.2,1
526,132,North,Eve,Jan,2,Residential,Yes,AirConditioner,23,9.2,18
527,132,North,Eve,Jan,2,Residential,Yes,Fridge,50,25,3
528,132,North,Eve,Jan,2,Residential,Yes,Television,34,8.5,4
529,133,North,Alice,Jan,4,Commercial,No,Computer,178,53.4,26
530,133,North,Alice,Jan,4,Commercial,No,AirConditioner,92,36.8,8
531,133,North,Alice,Jan,4,Commercial,No,Fridge,86,43,10
532,133,North,Alice,Jan,4,Commercial,No,Television,9,2.25,9
533,134,North,Eve,Feb,2,Commercial,Yes,Computer,81,24.3,23
534,134,North,Eve,Feb,2,Commercial,Yes,AirConditioner,117,46.8,22
535,134,North,Eve,Feb,2,Commercial,Yes,Fridge,28,14,17
536,134,North,Eve,Feb,2,Commercial,Yes,Television,62,15.5,5
537,135,East,Eve,Jan,4,Residential,Yes,Computer,83,24.9,9
538,135,East,Eve,Jan,4,Residential,Yes,AirConditioner,81,32.4,19
539,135,East,Eve,Jan,4,Residential,Yes,Fridge,85,42.5,17
540,135,East,Eve,Jan,4,Residential,Yes,Television,115,28.75,13
541,136,North,Charlie,Feb,3,Residential,No,Computer,26,7.8,7
542,136,North,Charlie,Feb,3,Residential,No,AirConditioner,81,32.4,16
543,136,North,Charlie,Feb,3,Residential,No,Fridge,14,7,9
544,136,North,Charlie,Feb,3,Residential,No,Television,13,3.25,3
545,137,North,Bob,Jan,4,Corporate,Yes,Computer,199,59.7,16
546,137,North,Bob,Jan,4,Corporate,Yes,AirConditioner,32,12.8,15
547,137,North,Bob,Jan,4,Corporate,Yes,Fridge,23,11.5,16
548,137,North,Bob,Jan,4,Corporate,Yes,Television,69,17.25,12
549,138,North,Alice,Mar,4,Residential,No,Computer,166,49.8,25
550,138,North,Alice,Mar,4,Residential,No,AirConditioner,70,28,6
551,138,North,Alice,Mar,4,Residential,No,Fridge,44,22,12
552,138,North,Alice,Mar,4,Residential,No,Television,41,10.25,2
553,139,East,Charlie,Mar,4,Commercial,Yes,Computer,195,58.5,21
554,139,East,Charlie,Mar,4,Commercial,Yes,AirConditioner,14,5.6,21
555,139,East,Charlie,Mar,4,Commercial,Yes,Fridge,63,31.5,13
556,139,East,Charlie,Mar,4,Commercial,Yes,Television,77,19.25,4
557,140,North,Bob,Feb,1,Residential,No,Computer,79,23.7,0
558,140,North,Bob,Feb,1,Residential,No,AirConditioner,130,52,2
559,140,North,Bob,Feb,1,Residential,No,Fridge,60,30,6
560,140,North,Bob,Feb,1,Residential,No,Television,1,0.25,6
561,141,West,Bob,Jan,1,Corporate,Yes,Computer,159,47.7,5
562,141,West,Bob,Jan,1,Corporate,Yes,AirConditioner,62,24.8,20
563,141,West,Bob,Jan,1,Corporate,Yes,Fridge,56,28,9
564,141,West,Bob,Jan,1,Corporate,Yes,Television,89,22.25,10
565,142,North,Diana,Jan,5,Commercial,Yes,Computer,15,4.5,6
566,142,North,Diana,Jan,5,Commercial,Yes,AirConditioner,146,58.4,18
567,142,North,Diana,Jan,5,Commercial,Yes,Fridge,36,18,2
568,142,North,Diana,Jan,5,Commercial,Yes,Television,47,11.75,5
569,143,West,Alice,Mar,2,Residential,Yes,Computer,35,10.5,14
570,143,West,Alice,Mar,2,Residential,Yes,AirConditioner,129,51.6,7
571,143,West,Alice,Mar,2,Residential,Yes,Fridge,9,4.5,1
572,143,West,Alice,Mar,2,Residential,Yes,Television,4,1,1
573,144,West,Bob,Mar,4,Residential,Yes,Computer,176,52.8,17
574,144,West,Bob,Mar,4,Residential,Yes,AirConditioner,116,46.4,4
575,144,West,Bob,Mar,4,Residential,Yes,Fridge,37,18.5,18
576,144,West,Bob,Mar,4,Residential,Yes,Television,100,25,0
577,145,West,Charlie,Jan,2,Commercial,Yes,Computer,149,44.7,8
578,145,West,Charlie,Jan,2,Commercial,Yes,AirConditioner,88,35.2,5
579,145,West,Charlie,Jan,2,Commercial,Yes,Fridge,17,8.5,6
580,145,West,Charlie,Jan,2,Commercial,Yes,Television,63,15.75,4
581,146,East,Diana,Jan,3,Residential,No,Computer,108,32.4,7
582,146,East,Diana,Jan,3,Residential,No,AirConditioner,147,58.8,1
583,146,East,Diana,Jan,3,Residential,No,Fridge,67,33.5,4
584,146,East,Diana,Jan,3,Residential,No,Television,52,13,4
585,147,East,Alice,Jan,1,Residential,Yes,Computer,151,45.3,24
586,147,East,Alice,Jan,1,Residential,Yes,AirConditioner,100,40,23
587,147,East,Alice,Jan,1,Residential,Yes,Fridge,92,46,2
588,147,East,Alice,Jan,1,Residential,Yes,Television,10,2.5,11
589,148,East,Eve,Jan,1,Commercial,Yes,Computer,31,9.3,9
590,148,East,Eve,Jan,1,Commercial,Yes,AirConditioner,37,14.8,24
591,148,East,Eve,Jan,1,Commercial,Yes,Fridge,27,13.5,1
592,148,East,Eve,Jan,1,Commercial,Yes,Television,28,7,11
593,149,North,Charlie,Jan,2,Residential,Yes,Computer,60,18,28
594,149,North,Charlie,Jan,2,Residential,Yes,AirConditioner,149,59.6,18
595,149,North,Charlie,Jan,2,Residential,Yes,Fridge,61,30.5,5
596,149,North,Charlie,Jan,2,Residential,Yes,Television,6,1.5,5
597,150,West,Bob,Jan,5,Residential,Yes,Computer,160,48,3
598,150,West,Bob,Jan,5,Residential,Yes,AirConditioner,145,58,12
599,150,West,Bob,Jan,5,Residential,Yes,Fridge,81,40.5,13
600,150,West,Bob,Jan,5,Residential,Yes,Television,27,6.75,2
601,151,East,Bob,Feb,2,Commercial,No,Computer,185,55.5,19
602,151,East,Bob,Feb,2,Commercial,No,AirConditioner,76,30.4,5
603,151,East,Bob,Feb,2,Commercial,No,Fridge,88,44,6
604,151,East,Bob,Feb,2,Commercial,No,Television,12,3,0
605,152,East,Charlie,Jan,3,Residential,No,Computer,113,33.9,27
606,152,East,Charlie,Jan,3,Residential,No,AirConditioner,116,46.4,5
607,152,East,Charlie,Jan,3,Residential,No,Fridge,8,4,1
608,152,East,Charlie,Jan,3,Residential,No,Television,62,15.5,14
609,153,North,Bob,Mar,4,Residential,Yes,Computer,187,56.1,7
610,153,North,Bob,Mar,4,Residential,Yes,AirConditioner,148,59.2,1
611,153,North,Bob,Mar,4,Residential,Yes,Fridge,54,27,10
612,153,North,Bob,Mar,4,Residential,Yes,Television,52,13,3
613,154,East,Diana,Feb,4,Residential,Yes,Computer,98,29.4,0
614,154,East,Diana,Feb,4,Residential,Yes,AirConditioner,47,18.8,23
615,154,East,Diana,Feb,4,Residential,Yes,Fridge,81,40.5,2
616,154,East,Diana,Feb,4,Residential,Yes,Television,48,12,3
617,155,North,Alice,Jan,3,Commercial,No,Computer,150,45,7
618,155,North,Alice,Jan,3,Commercial,No,AirConditioner,12,4.8,4
619,155,North,Alice,Jan,3,Commercial,No,Fridge,90,45,8
620,155,North,Alice,Jan,3,Commercial,No,Television,67,16.75,9
621,156,South,Diana,Mar,1,Commercial,Yes,Computer,147,44.1,22
622,156,South,Diana,Mar,1,Commercial,Yes,AirConditioner,7,2.8,10
623,156,South,Diana,Mar,1,Commercial,Yes,Fridge,23,11.5,7
624,156,South,Diana,Mar,1,Commercial,Yes,Television,46,11.5,1
625,157,East,Bob,Feb,4,Commercial,Yes,Computer,192,57.6,11
626,157,East,Bob,Feb,4,Commercial,Yes,AirConditioner,129,51.6,10
627,157,East,Bob,Feb,4,Commercial,Yes,Fridge,73,36.5,10
628,157,East,Bob,Feb,4,Commercial,Yes,Television,97,24.25,13
629,158,South,Eve,Mar,4,Residential,Yes,Computer,18,5.4,22
630,158,South,Eve,Mar,4,Residential,Yes,AirConditioner,16,6.4,23
631,158,South,Eve,Mar,4,Residential,Yes,Fridge,95,47.5,17
632,158,South,Eve,Mar,4,Residential,Yes,Television,74,18.5,7
633,159,North,Alice,Jan,2,Residential,Yes,Computer,88,26.4,24
634,159,North,Alice,Jan,2,Residential,Yes,AirConditioner,88,35.2,13
635,159,North,Alice,Jan,2,Residential,Yes,Fridge,98,49,0
636,159,North,Alice,Jan,2,Residential,Yes,Television,95,23.75,5
637,160,West,Alice,Jan,1,Residential,Yes,Computer,61,18.3,14
638,160,West,Alice,Jan,1,Residential,Yes,AirConditioner,20,8,12
639,160,West,Alice,Jan,1,Residential,Yes,Fridge,34,17,14
640,160,West,Alice,Jan,1,Residential,Yes,Television,15,3.75,11
641,161,East,Charlie,Jan,4,Residential,Yes,Computer,104.59,31.38,12
642,161,East,Charlie,Jan,4,Residential,Yes,AirConditioner,82,32.8,7
643,161,East,Charlie,Jan,4,Residential,Yes,Fridge,55,27.5,3
644,161,East,Charlie,Jan,4,Residential,Yes,Television,71,17.75,2
645,162,North,Charlie,Jan,3,Corporate,No,Computer,162,48.6,15
646,162,North,Charlie,Jan,3,Corporate,No,AirConditioner,63,25.2,14
647,162,North,Charlie,Jan,3,Corporate,No,Fridge,61,30.5,3
648,162,North,Charlie,Jan,3,Corporate,No,Television,36,9,14
649,163,West,Eve,Feb,3,Residential,Yes,Computer,22,6.6,25
650,163,West,Eve,Feb,3,Residential,Yes,AirConditioner,67,26.8,11
651,163,West,Eve,Feb,3,Residential,Yes,Fridge,71,35.5,9
652,163,West,Eve,Feb,3,Residential,Yes,Television,14,3.5,0
653,164,West,Alice,Feb,1,Residential,Yes,Computer,60,18,22
654,164,West,Alice,Feb,1,Residential,Yes,AirConditioner,53,21.2,2
655,164,West,Alice,Feb,1,Residential,Yes,Fridge,64,32,10
656,164,West,Alice,Feb,1,Residential,Yes,Television,112,28,11
657,165,South,Eve,Mar,3,Residential,Yes,Computer,195,58.5,17
658,165,South,Eve,Mar,3,Residential,Yes,AirConditioner,55,22,20
659,165,South,Eve,Mar,3,Residential,Yes,Fridge,6,3,17
660,165,South,Eve,Mar,3,Residential,Yes,Television,78,19.5,10
661,166,North,Charlie,Jan,2,Commercial,Yes,Computer,43,12.9,0
662,166,North,Charlie,Jan,2,Commercial,Yes,AirConditioner,37,14.8,22
663,166,North,Charlie,Jan,2,Commercial,Yes,Fridge,88,44,14
664,166,North,Charlie,Jan,2,Commercial,Yes,Television,3,0.75,2
665,167,West,Charlie,Mar,2,Commercial,Yes,Computer,44,13.2,16
666,167,West,Charlie,Mar,2,Commercial,Yes,AirConditioner,34,13.6,4
667,167,West,Charlie,Mar,2,Commercial,Yes,Fridge,20,10,2
668,167,West,Charlie,Mar,2,Commercial,Yes,Television,113,28.25,7
669,168,East,Alice,Feb,4,Commercial,No,Computer,140,42,15
670,168,East,Alice,Feb,4,Commercial,No,AirConditioner,80,32,5
671,168,East,Alice,Feb,4,Commercial,No,Fridge,83,41.5,6
672,168,East,Alice,Feb,4,Commercial,No,Television,117,29.25,3
673,169,East,Diana,Jan,4,Corporate,Yes,Computer,129,38.7,22
674,169,East,Diana,Jan,4,Corporate,Yes,AirConditioner,19,7.6,1
675,169,East,Diana,Jan,4,Corporate,Yes,Fridge,58,29,6
676,169,East,Diana,Jan,4,Corporate,Yes,Television,110,27.5,2
677,170,South,Bob,Jan,3,Residential,No,Computer,196,58.8,4
678,170,South,Bob,Jan,3,Residential,No,AirConditioner,86,34.4,7
679,170,South,Bob,Jan,3,Residential,No,Fridge,26,13,16
680,170,South,Bob,Jan,3,Residential,No,Television,114,28.5,12
681,171,West,Charlie,Feb,2,Residential,Yes,Computer,79,23.7,19
682,171,West,Charlie,Feb,2,Residential,Yes,AirConditioner,96,38.4,4
683,171,West,Charlie,Feb,2,Residential,Yes,Fridge,68,34,19
684,171,West,Charlie,Feb,2,Residential,Yes,Television,67,16.75,10
685,172,North,Charlie,Feb,2,Residential,No,Computer,185,55.5,20
686,172,North,Charlie,Feb,2,Residential,No,AirConditioner,27,10.8,21
687,172,North,Charlie,Feb,2,Residential,No,Fridge,15,7.5,15
688,172,North,Charlie,Feb,2,Residential,No,Television,86,21.5,3
689,173,East,Diana,Feb,2,Commercial,Yes,Computer,156,46.8,9
690,173,East,Diana,Feb,2,Commercial,Yes,AirConditioner,98,39.2,16
691,173,East,Diana,Feb,2,Commercial,Yes,Fridge,64,32,15
692,173,East,Diana,Feb,2,Commercial,Yes,Television,19,4.75,10
693,174,West,Diana,Feb,4,Commercial,Yes,Computer,76,22.8,25
694,174,West,Diana,Feb,4,Commercial,Yes,AirConditioner,49,19.6,1
695,174,West,Diana,Feb,4,Commercial,Yes,Fridge,56,28,7
696,174,West,Diana,Feb,4,Commercial,Yes,Television,99,24.75,14
697,175,West,Eve,Feb,1,Commercial,No,Computer,112,33.6,5
698,175,West,Eve,Feb,1,Commercial,No,AirConditioner,66,26.4,10
699,175,West,Eve,Feb,1,Commercial,No,Fridge,17,8.5,2
700,175,West,Eve,Feb,1,Commercial,No,Television,76,19,3
701,176,South,Eve,Jan,2,Commercial,Yes,Computer,82,24.6,11
702,176,South,Eve,Jan,2,Commercial,Yes,AirConditioner,19,7.6,3
703,176,South,Eve,Jan,2,Commercial,Yes,Fridge,71,35.5,19
704,176,South,Eve,Jan,2,Commercial,Yes,Television,54,13.5,1
705,177,East,Bob,Feb,2,Commercial,No,Computer,125,37.5,9
706,177,East,Bob,Feb,2,Commercial,No,AirConditioner,50,20,10
707,177,East,Bob,Feb,2,Commercial,No,Fridge,5,2.5,14
708,177,East,Bob,Feb,2,Commercial,No,Television,69,17.25,3
709,178,East,Bob,Jan,1,Corporate,Yes,Computer,142,42.6,21
710,178,East,Bob,Jan,1,Corporate,Yes,AirConditioner,68,27.2,8
711,178,East,Bob,Jan,1,Corporate,Yes,Fridge,39,19.5,0
712,178,East,Bob,Jan,1,Corporate,Yes,Television,10,2.5,10
713,179,North,Alice,Jan,5,Commercial,No,Computer,76,22.8,16
714,179,North,Alice,Jan,5,Commercial,No,AirConditioner,79,31.6,5
715,179,North,Alice,Jan,5,Commercial,No,Fridge,39,19.5,9
716,179,North,Alice,Jan,5,Commercial,No,Television,105,26.25,11
717,180,East,Eve,Feb,2,Commercial,No,Computer,148,44.4,1
718,180,East,Eve,Feb,2,Commercial,No,AirConditioner,56,22.4,23
719,180,East,Eve,Feb,2,Commercial,No,Fridge,5,2.5,1
720,180,East,Eve,Feb,2,Commercial,No,Television,33,8.25,8
721,181,North,Charlie,Feb,3,Residential,No,Computer,130,39,18
722,181,North,Charlie,Feb,3,Residential,No,AirConditioner,76,30.4,1
723,181,North,Charlie,Feb,3,Residential,No,Fridge,65,32.5,6
724,181,North,Charlie,Feb,3,Residential,No,Television,13,3.25,3
725,182,East,Eve,Jan,1,Commercial,Yes,Computer,103,30.9,19
726,182,East,Eve,Jan,1,Commercial,Yes,AirConditioner,61,24.4,14
727,182,East,Eve,Jan,1,Commercial,Yes,Fridge,37,18.5,13
728,182,East,Eve,Jan,1,Commercial,Yes,Television,99,24.75,11
729,183,South,Charlie,Feb,4,Corporate,Yes,Computer,138,41.4,5
730,183,South,Charlie,Feb,4,Corporate,Yes,AirConditioner,87,34.8,4
731,183,South,Charlie,Feb,4,Corporate,Yes,Fridge,54,27,15
732,183,South,Charlie,Feb,4,Corporate,Yes,Television,51,12.75,0
733,184,East,Diana,Feb,2,Residential,No,Computer,100,30,27
734,184,East,Diana,Feb,2,Residential,No,AirConditioner,70,28,11
735,184,East,Diana,Feb,2,Residential,No,Fridge,89,44.5,14
736,184,East,Diana,Feb,2,Residential,No,Television,32,8,0
737,185,North,Eve,Feb,4,Commercial,No,Computer,101,30.3,27
738,185,North,Eve,Feb,4,Commercial,No,AirConditioner,24,9.6,12
739,185,North,Eve,Feb,4,Commercial,No,Fridge,30,15,6
740,185,North,Eve,Feb,4,Commercial,No,Television,75,18.75,0
741,186,North,Diana,Mar,3,Commercial,No,Computer,72,21.6,26
742,186,North,Diana,Mar,3,Commercial,No,AirConditioner,37,14.8,16
743,186,North,Diana,Mar,3,Commercial,No,Fridge,96,48,12
744,186,North,Diana,Mar,3,Commercial,No,Television,112,28,13
745,187,South,Bob,Jan,1,Residential,Yes,Computer,38,11.4,12
746,187,South,Bob,Jan,1,Residential,Yes,AirConditioner,76,30.4,3
747,187,South,Bob,Jan,1,Residential,Yes,Fridge,20,10,9
748,187,South,Bob,Jan,1,Residential,Yes,Television,102,25.5,4
